ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
46176	Homo sapiens	GSM1010776	H1	Embryonic Stem Cell	Embryo	SP2	46176_sort_peaks.narrowPeak.bed
46177	Homo sapiens	GSM1010899	H1	Embryonic Stem Cell	Embryo	E2F6	46177_sort_peaks.narrowPeak.bed
46178	Homo sapiens	GSM803396	H1	Embryonic Stem Cell	Embryo	BCL11A	46178_sort_peaks.narrowPeak.bed
46179	Homo sapiens	GSM1010743	H1	Embryonic Stem Cell	Embryo	SP4	46179_sort_peaks.narrowPeak.bed
46180	Homo sapiens	GSM1010898	H1	Embryonic Stem Cell	Embryo	MAX	46180_sort_peaks.narrowPeak.bed
46181	Homo sapiens	GSM803345	H1	Embryonic Stem Cell	Embryo	HDAC2	46181_sort_peaks.narrowPeak.bed
46182	Homo sapiens	GSM1010896	H1	Embryonic Stem Cell	Embryo	CREB1	46182_sort_peaks.narrowPeak.bed
46183	Homo sapiens	GSM803428	H1	Embryonic Stem Cell	Embryo	SIN3A	46183_sort_peaks.narrowPeak.bed
46184	Homo sapiens	GSM803419	H1	Embryonic Stem Cell	Embryo	CTCF	46184_sort_peaks.narrowPeak.bed
46185	Homo sapiens	GSM803424	H1	Embryonic Stem Cell	Embryo	GABPA	46185_sort_peaks.narrowPeak.bed
46186	Homo sapiens	GSM803476	H1	Embryonic Stem Cell	Embryo	BCL11A	46186_sort_peaks.narrowPeak.bed
46187	Homo sapiens	GSM803366	H1	Embryonic Stem Cell	Embryo	POLR2A	46187_sort_peaks.narrowPeak.bed
46188	Homo sapiens	GSM803405	H1	Embryonic Stem Cell	Embryo	SIX5	46188_sort_peaks.narrowPeak.bed
46189	Homo sapiens	GSM1010845	H1	Embryonic Stem Cell	Embryo	TEAD4	46189_sort_peaks.narrowPeak.bed
46190	Homo sapiens	GSM803377	H1	Embryonic Stem Cell	Embryo	SP1	46190_sort_peaks.narrowPeak.bed
46191	Homo sapiens	GSM803529	H1	Embryonic Stem Cell	Embryo	JUND	46191_sort_peaks.narrowPeak.bed
46192	Homo sapiens	GSM803506	H1	Embryonic Stem Cell	Embryo	RXRA	46192_sort_peaks.narrowPeak.bed
46193	Homo sapiens	GSM1010742	H1	Embryonic Stem Cell	Embryo	ATF2	46193_sort_peaks.narrowPeak.bed
46194	Homo sapiens	GSM803438	H1	Embryonic Stem Cell	Embryo	POU5F1	46194_sort_peaks.narrowPeak.bed
46195	Homo sapiens	GSM803501	H1	Embryonic Stem Cell	Embryo	TAF7	46195_sort_peaks.narrowPeak.bed
46196	Homo sapiens	GSM803450	H1	Embryonic Stem Cell	Embryo	TAF1	46196_sort_peaks.narrowPeak.bed
46197	Homo sapiens	GSM1010805	H1	Embryonic Stem Cell	Embryo	TAF1	46197_sort_peaks.narrowPeak.bed
46198	Homo sapiens	GSM1010804	H1	Embryonic Stem Cell	Embryo	REST	46198_sort_peaks.narrowPeak.bed
46199	Homo sapiens	GSM1010803	H1	Embryonic Stem Cell	Embryo	POLR2A	46199_sort_peaks.narrowPeak.bed
46200	Homo sapiens	GSM803458	HCT-116	None	Colon	ZBTB33	46200_sort_peaks.narrowPeak.bed
46201	Homo sapiens	GSM803474	HCT-116	None	Colon	POLR2A	46201_sort_peaks.narrowPeak.bed
46202	Homo sapiens	GSM1010765	HCT-116	None	Colon	ELF1	46202_sort_peaks.narrowPeak.bed
46203	Homo sapiens	GSM1010869	HCT-116	None	Colon	REST	46203_sort_peaks.narrowPeak.bed
46204	Homo sapiens	GSM803354	HCT-116	None	Colon	YY1	46204_sort_peaks.narrowPeak.bed
46205	Homo sapiens	GSM1010836	HCT-116	None	Colon	USF1	46205_sort_peaks.narrowPeak.bed
46206	Homo sapiens	GSM1010852	HCT-116	None	Colon	CEBPB	46206_sort_peaks.narrowPeak.bed
46207	Homo sapiens	GSM1010848	HCT-116	None	Colon	RAD21	46207_sort_peaks.narrowPeak.bed
46208	Homo sapiens	GSM1010905	HCT-116	None	Colon	SIN3A	46208_sort_peaks.narrowPeak.bed
46209	Homo sapiens	GSM1010758	HCT-116	None	Colon	CBX3	46209_sort_peaks.narrowPeak.bed
46210	Homo sapiens	GSM1010772	HCT-116	None	Colon	TEAD4	46210_sort_peaks.narrowPeak.bed
46211	Homo sapiens	GSM1010851	HCT-116	None	Colon	SRF	46211_sort_peaks.narrowPeak.bed
46212	Homo sapiens	GSM1010756	HCT-116	None	Colon	FOSL1	46212_sort_peaks.narrowPeak.bed
46213	Homo sapiens	GSM1010847	HCT-116	None	Colon	JUND	46213_sort_peaks.narrowPeak.bed
46214	Homo sapiens	GSM1010846	HCT-116	None	Colon	EGR1	46214_sort_peaks.narrowPeak.bed
46215	Homo sapiens	GSM1010902	HCT-116	None	Colon	SP1	46215_sort_peaks.narrowPeak.bed
46216	Homo sapiens	GSM1010904	HCT-116	None	Colon	MAX	46216_sort_peaks.narrowPeak.bed
46217	Homo sapiens	GSM1010757	HCT-116	None	Colon	ATF3	46217_sort_peaks.narrowPeak.bed
46218	Homo sapiens	GSM1010903	HCT-116	None	Colon	CTCF	46218_sort_peaks.narrowPeak.bed
46219	Homo sapiens	GSM803454	HeLa-S3	Epithelium	Cervix	GABPA	46219_sort_peaks.narrowPeak.bed
46220	Homo sapiens	GSM803533	HeLa-S3	Epithelium	Cervix	POLR2A	46220_sort_peaks.narrowPeak.bed
46221	Homo sapiens	GSM803455	HeLa-S3	Epithelium	Cervix	TAF1	46221_sort_peaks.narrowPeak.bed
46222	Homo sapiens	GSM803478	HeLa-S3	Epithelium	Cervix	REST	46222_sort_peaks.narrowPeak.bed
46223	Homo sapiens	GSM803502	HepG2	Epithelium	Liver	SRF	46223_sort_peaks.narrowPeak.bed
46224	Homo sapiens	GSM1010831	HepG2	Epithelium	Liver	ZBTB7A	46224_sort_peaks.narrowPeak.bed
46225	Homo sapiens	GSM803499	HepG2	Epithelium	Liver	EP300	46225_sort_peaks.narrowPeak.bed
46226	Homo sapiens	GSM803381	HepG2	Epithelium	Liver	YY1	46226_sort_peaks.narrowPeak.bed
46227	Homo sapiens	GSM803403	HepG2	Epithelium	Liver	FOXA2	46227_sort_peaks.narrowPeak.bed
46228	Homo sapiens	GSM803336	HepG2	Epithelium	Liver	TCF12	46228_sort_peaks.narrowPeak.bed
46229	Homo sapiens	GSM803449	HepG2	Epithelium	Liver	ZBTB33	46229_sort_peaks.narrowPeak.bed
46230	Homo sapiens	GSM1010777	HepG2	Epithelium	Liver	CEBPD	46230_sort_peaks.narrowPeak.bed
46231	Homo sapiens	GSM1010808	HepG2	Epithelium	Liver	CREB1	46231_sort_peaks.narrowPeak.bed
46232	Homo sapiens	GSM803500	HepG2	Epithelium	Liver	JUND	46232_sort_peaks.narrowPeak.bed
46233	Homo sapiens	GSM1010778	HepG2	Epithelium	Liver	CEBPB	46233_sort_peaks.narrowPeak.bed
46234	Homo sapiens	GSM803507	HepG2	Epithelium	Liver	SP1	46234_sort_peaks.narrowPeak.bed
46235	Homo sapiens	GSM803493	HepG2	Epithelium	Liver	HDAC2	46235_sort_peaks.narrowPeak.bed
46236	Homo sapiens	GSM803530	HepG2	Epithelium	Liver	SIN3A	46236_sort_peaks.narrowPeak.bed
46237	Homo sapiens	GSM803343	HepG2	Epithelium	Liver	GABPA	46237_sort_peaks.narrowPeak.bed
46238	Homo sapiens	GSM1010875	HepG2	Epithelium	Liver	TEAD4	46238_sort_peaks.narrowPeak.bed
46239	Homo sapiens	GSM803404	HepG2	Epithelium	Liver	HNF4G	46239_sort_peaks.narrowPeak.bed
46240	Homo sapiens	GSM1010741	HepG2	Epithelium	Liver	NFIC	46240_sort_peaks.narrowPeak.bed
46241	Homo sapiens	GSM1010876	HepG2	Epithelium	Liver	MYBL2	46241_sort_peaks.narrowPeak.bed
46242	Homo sapiens	GSM803452	HepG2	Epithelium	Liver	RXRA	46242_sort_peaks.narrowPeak.bed
46243	Homo sapiens	GSM803451	HepG2	Epithelium	Liver	FOSL2	46243_sort_peaks.narrowPeak.bed
46244	Homo sapiens	GSM1010865	HepG2	Epithelium	Liver	MAX	46244_sort_peaks.narrowPeak.bed
46245	Homo sapiens	GSM1010809	HepG2	Epithelium	Liver	ZEB1	46245_sort_peaks.narrowPeak.bed
46246	Homo sapiens	GSM1010787	HepG2	Epithelium	Liver	SP2	46246_sort_peaks.narrowPeak.bed
46247	Homo sapiens	GSM1010821	HepG2	Epithelium	Liver	POLR2A	46247_sort_peaks.narrowPeak.bed
46248	Homo sapiens	GSM803527	HepG2	Epithelium	Liver	USF1	46248_sort_peaks.narrowPeak.bed
46249	Homo sapiens	GSM1010810	HepG2	Epithelium	Liver	NR2F2	46249_sort_peaks.narrowPeak.bed
46250	Homo sapiens	GSM803486	HepG2	Epithelium	Liver	CTCF	46250_sort_peaks.narrowPeak.bed
46251	Homo sapiens	GSM1010740	HepG2	Epithelium	Liver	MBD4	46251_sort_peaks.narrowPeak.bed
46252	Homo sapiens	GSM803517	HepG2	Epithelium	Liver	RAD21	46252_sort_peaks.narrowPeak.bed
46253	Homo sapiens	GSM1010784	HepG2	Epithelium	Liver	REST	46253_sort_peaks.narrowPeak.bed
46254	Homo sapiens	GSM803415	HepG2	Epithelium	Liver	ELF1	46254_sort_peaks.narrowPeak.bed
46255	Homo sapiens	GSM803418	HepG2	Epithelium	Liver	ZBTB33	46255_sort_peaks.narrowPeak.bed
46256	Homo sapiens	GSM803368	HepG2	Epithelium	Liver	POLR2A	46256_sort_peaks.narrowPeak.bed
46257	Homo sapiens	GSM803344	HepG2	Epithelium	Liver	REST	46257_sort_peaks.narrowPeak.bed
46258	Homo sapiens	GSM803367	HepG2	Epithelium	Liver	TAF1	46258_sort_peaks.narrowPeak.bed
46259	Homo sapiens	GSM1010843	HL-60	Promyeloblast	Blood	SPI1	46259_sort_peaks.narrowPeak.bed
46260	Homo sapiens	GSM1010754	HL-60	Promyeloblast	Blood	REST	46260_sort_peaks.narrowPeak.bed
46261	Homo sapiens	GSM1010822	HL-60	Promyeloblast	Blood	GABPA	46261_sort_peaks.narrowPeak.bed
46262	Homo sapiens	GSM1010737	HL-60	Promyeloblast	Blood	POLR2A	46262_sort_peaks.narrowPeak.bed
46263	Homo sapiens	GSM1010824	None	Endothelial Cell	Umbilical Vein	POLR2A	46263_sort_peaks.narrowPeak.bed
46264	Homo sapiens	GSM1010830	None	Endothelial Cell	Umbilical Vein	POLR2A	46264_sort_peaks.narrowPeak.bed
46265	Homo sapiens	GSM1010782	K562	Erythroblast	Bone Marrow	NR2F2	46265_sort_peaks.narrowPeak.bed
46266	Homo sapiens	GSM803494	K562	Erythroblast	Bone Marrow	ELF1	46266_sort_peaks.narrowPeak.bed
46267	Homo sapiens	GSM803443	K562	Erythroblast	Bone Marrow	POLR2A	46267_sort_peaks.narrowPeak.bed
46268	Homo sapiens	GSM803524	K562	Erythroblast	Bone Marrow	GABPA	46268_sort_peaks.narrowPeak.bed
46269	Homo sapiens	GSM803446	K562	Erythroblast	Bone Marrow	YY1	46269_sort_peaks.narrowPeak.bed
46270	Homo sapiens	GSM803504	K562	Erythroblast	Bone Marrow	ZBTB33	46270_sort_peaks.narrowPeak.bed
46271	Homo sapiens	GSM1010820	K562	Erythroblast	Bone Marrow	CTCF	46271_sort_peaks.narrowPeak.bed
46272	Homo sapiens	GSM803384	K562	Erythroblast	Bone Marrow	SPI1	46272_sort_peaks.narrowPeak.bed
46273	Homo sapiens	GSM803383	K562	Erythroblast	Bone Marrow	SIX5	46273_sort_peaks.narrowPeak.bed
46274	Homo sapiens	GSM1010890	K562	Erythroblast	Bone Marrow	CREB1	46274_sort_peaks.narrowPeak.bed
46275	Homo sapiens	GSM803447	K562	Erythroblast	Bone Marrow	RAD21	46275_sort_peaks.narrowPeak.bed
46276	Homo sapiens	GSM803380	K562	Erythroblast	Bone Marrow	ATF3	46276_sort_peaks.narrowPeak.bed
46277	Homo sapiens	GSM803525	K562	Erythroblast	Bone Marrow	SIN3A	46277_sort_peaks.narrowPeak.bed
46278	Homo sapiens	GSM803442	K562	Erythroblast	Bone Marrow	ETS1	46278_sort_peaks.narrowPeak.bed
46279	Homo sapiens	GSM803441	K562	Erythroblast	Bone Marrow	USF1	46279_sort_peaks.narrowPeak.bed
46280	Homo sapiens	GSM1010877	K562	Erythroblast	Bone Marrow	STAT5A	46280_sort_peaks.narrowPeak.bed
46281	Homo sapiens	GSM803410	K562	Erythroblast	Bone Marrow	POLR2A	46281_sort_peaks.narrowPeak.bed
46282	Homo sapiens	GSM803431	K562	Erythroblast	Bone Marrow	TAF1	46282_sort_peaks.narrowPeak.bed
46283	Homo sapiens	GSM803379	K562	Erythroblast	Bone Marrow	MEF2A	46283_sort_peaks.narrowPeak.bed
46284	Homo sapiens	GSM1010895	K562	Erythroblast	Bone Marrow	TEAD4	46284_sort_peaks.narrowPeak.bed
46285	Homo sapiens	GSM1010878	K562	Erythroblast	Bone Marrow	CEBPB	46285_sort_peaks.narrowPeak.bed
46286	Homo sapiens	GSM803440	K562	Erythroblast	Bone Marrow	REST	46286_sort_peaks.narrowPeak.bed
46287	Homo sapiens	GSM803402	K562	Erythroblast	Bone Marrow	SP2	46287_sort_peaks.narrowPeak.bed
46288	Homo sapiens	GSM803515	K562	Erythroblast	Bone Marrow	BCLAF1	46288_sort_peaks.narrowPeak.bed
46289	Homo sapiens	GSM803407	K562	Erythroblast	Bone Marrow	TAF7	46289_sort_peaks.narrowPeak.bed
46290	Homo sapiens	GSM803540	K562	Erythroblast	Bone Marrow	GATA2	46290_sort_peaks.narrowPeak.bed
46291	Homo sapiens	GSM1010732	K562	Erythroblast	Bone Marrow	CBX3	46291_sort_peaks.narrowPeak.bed
46292	Homo sapiens	GSM803523	K562	Erythroblast	Bone Marrow	MAX	46292_sort_peaks.narrowPeak.bed
46293	Homo sapiens	GSM803401	K562	Erythroblast	Bone Marrow	CTCFL	46293_sort_peaks.narrowPeak.bed
46294	Homo sapiens	GSM1010906	K562	Erythroblast	Bone Marrow	CEBPD	46294_sort_peaks.narrowPeak.bed
46295	Homo sapiens	GSM803473	K562	Erythroblast	Bone Marrow	ZBTB7A	46295_sort_peaks.narrowPeak.bed
46296	Homo sapiens	GSM803439	K562	Erythroblast	Bone Marrow	FOSL1	46296_sort_peaks.narrowPeak.bed
46297	Homo sapiens	GSM803469	K562	Erythroblast	Bone Marrow	E2F6	46297_sort_peaks.narrowPeak.bed
46298	Homo sapiens	GSM803414	K562	Erythroblast	Bone Marrow	EGR1	46298_sort_peaks.narrowPeak.bed
46299	Homo sapiens	GSM803520	K562	Erythroblast	Bone Marrow	SRF	46299_sort_peaks.narrowPeak.bed
46300	Homo sapiens	GSM803505	K562	Erythroblast	Bone Marrow	SP1	46300_sort_peaks.narrowPeak.bed
46301	Homo sapiens	GSM1010722	K562	Erythroblast	Bone Marrow	PML	46301_sort_peaks.narrowPeak.bed
46302	Homo sapiens	GSM803378	K562	Erythroblast	Bone Marrow	SIX5	46302_sort_peaks.narrowPeak.bed
46303	Homo sapiens	GSM803470	K562	Erythroblast	Bone Marrow	YY1	46303_sort_peaks.narrowPeak.bed
46304	Homo sapiens	GSM803471	K562	Erythroblast	Bone Marrow	HDAC2	46304_sort_peaks.narrowPeak.bed
46305	Homo sapiens	GSM1010849	K562	Erythroblast	Bone Marrow	TRIM28	46305_sort_peaks.narrowPeak.bed
46306	Homo sapiens	GSM803408	K562	Erythroblast	Bone Marrow	THAP1	46306_sort_peaks.narrowPeak.bed
46307	Homo sapiens	GSM1010838	MCF-7	Epithelium	Breast	PML	46307_sort_peaks.narrowPeak.bed
46308	Homo sapiens	GSM1010892	MCF-7	Epithelium	Breast	JUND	46308_sort_peaks.narrowPeak.bed
46309	Homo sapiens	GSM1010837	MCF-7	Epithelium	Breast	NR2F2	46309_sort_peaks.narrowPeak.bed
46310	Homo sapiens	GSM1010783	MCF-7	Epithelium	Breast	GATA3	46310_sort_peaks.narrowPeak.bed
46311	Homo sapiens	GSM1010769	MCF-7	Epithelium	Breast	FOXM1	46311_sort_peaks.narrowPeak.bed
46312	Homo sapiens	GSM1010839	MCF-7	Epithelium	Breast	SRF	46312_sort_peaks.narrowPeak.bed
46313	Homo sapiens	GSM1010891	MCF-7	Epithelium	Breast	REST	46313_sort_peaks.narrowPeak.bed
46314	Homo sapiens	GSM1010864	MCF-7	Epithelium	Breast	GABPA	46314_sort_peaks.narrowPeak.bed
46315	Homo sapiens	GSM1010860	MCF-7	Epithelium	Breast	TEAD4	46315_sort_peaks.narrowPeak.bed
46316	Homo sapiens	GSM1010889	MCF-7	Epithelium	Breast	CEBPB	46316_sort_peaks.narrowPeak.bed
46317	Homo sapiens	GSM1010768	MCF-7	Epithelium	Breast	FOSL2	46317_sort_peaks.narrowPeak.bed
46318	Homo sapiens	GSM1010734	MCF-7	Epithelium	Breast	CTCF	46318_sort_peaks.narrowPeak.bed
46319	Homo sapiens	GSM1010844	MCF-7	Epithelium	Breast	EGR1	46319_sort_peaks.narrowPeak.bed
46320	Homo sapiens	GSM1010811	MCF-7	Epithelium	Breast	TAF1	46320_sort_peaks.narrowPeak.bed
46321	Homo sapiens	GSM1010861	MCF-7	Epithelium	Breast	TCF12	46321_sort_peaks.narrowPeak.bed
46322	Homo sapiens	GSM1010800	MCF-7	Epithelium	Breast	EP300	46322_sort_peaks.narrowPeak.bed
46323	Homo sapiens	GSM1010764	MCF-7	Epithelium	Breast	ELF1	46323_sort_peaks.narrowPeak.bed
46324	Homo sapiens	GSM1010863	MCF-7	Epithelium	Breast	MAX	46324_sort_peaks.narrowPeak.bed
46325	Homo sapiens	GSM1010791	MCF-7	Epithelium	Breast	RAD21	46325_sort_peaks.narrowPeak.bed
46326	Homo sapiens	GSM1010825	MCF-7	Epithelium	Breast	HDAC2	46326_sort_peaks.narrowPeak.bed
46327	Homo sapiens	GSM1010862	MCF-7	Epithelium	Breast	SIN3A	46327_sort_peaks.narrowPeak.bed
46328	Homo sapiens	GSM803370	PANC-1	None	Pancreas	REST	46328_sort_peaks.narrowPeak.bed
46329	Homo sapiens	GSM1010785	PANC-1	None	Pancreas	SIN3A	46329_sort_peaks.narrowPeak.bed
46330	Homo sapiens	GSM1010792	PANC-1	None	Pancreas	REST	46330_sort_peaks.narrowPeak.bed
46331	Homo sapiens	GSM1010859	PANC-1	None	Pancreas	REST	46331_sort_peaks.narrowPeak.bed
46332	Homo sapiens	GSM1010788	PANC-1	None	Pancreas	POLR2A	46332_sort_peaks.narrowPeak.bed
46333	Homo sapiens	GSM803480	PFSK-1	Neuron	Brain	FOXP2	46333_sort_peaks.narrowPeak.bed
46334	Homo sapiens	GSM1010770	PFSK-1	Neuron	Brain	TAF1	46334_sort_peaks.narrowPeak.bed
46335	Homo sapiens	GSM1010781	PFSK-1	Neuron	Brain	SIN3A	46335_sort_peaks.narrowPeak.bed
46336	Homo sapiens	GSM1010819	PFSK-1	Neuron	Brain	POLR2A	46336_sort_peaks.narrowPeak.bed
46337	Homo sapiens	GSM1010786	PFSK-1	Neuron	Brain	REST	46337_sort_peaks.narrowPeak.bed
46338	Homo sapiens	GSM803369	PFSK-1	Neuron	Brain	REST	46338_sort_peaks.narrowPeak.bed
46339	Homo sapiens	GSM1010793	SK-N-MC	None	Brain	POLR2A	46339_sort_peaks.narrowPeak.bed
46340	Homo sapiens	GSM803353	SK-N-MC	None	Brain	FOXP2	46340_sort_peaks.narrowPeak.bed
46341	Homo sapiens	GSM803335	SK-N-SH	Neuroblastoma cell	Brain	REST	46341_sort_peaks.narrowPeak.bed
46342	Homo sapiens	GSM1010897	SK-N-SH	Neuroblastoma cell	Brain	YY1	46342_sort_peaks.narrowPeak.bed
46343	Homo sapiens	GSM1010880	SK-N-SH	Neuroblastoma cell	Brain	NFIC	46343_sort_peaks.narrowPeak.bed
46344	Homo sapiens	GSM1010739	SK-N-SH	Neuroblastoma cell	Brain	GABPA	46344_sort_peaks.narrowPeak.bed
46345	Homo sapiens	GSM1010773	SK-N-SH	Neuroblastoma cell	Brain	TAF1	46345_sort_peaks.narrowPeak.bed
46346	Homo sapiens	GSM1010840	SK-N-SH	Neuroblastoma cell	Brain	FOSL2	46346_sort_peaks.narrowPeak.bed
46347	Homo sapiens	GSM1010806	SK-N-SH	Neuroblastoma cell	Brain	USF1	46347_sort_peaks.narrowPeak.bed
46348	Homo sapiens	GSM1010858	SK-N-SH	Neuroblastoma cell	Brain	TEAD4	46348_sort_peaks.narrowPeak.bed
46349	Homo sapiens	GSM1010835	SK-N-SH	Neuroblastoma cell	Brain	MAX	46349_sort_peaks.narrowPeak.bed
46350	Homo sapiens	GSM1010750	SK-N-SH	Neuroblastoma cell	Brain	FOXM1	46350_sort_peaks.narrowPeak.bed
46351	Homo sapiens	GSM1010901	SK-N-SH	Neuroblastoma cell	Brain	JUND	46351_sort_peaks.narrowPeak.bed
46352	Homo sapiens	GSM1010834	SK-N-SH	Neuroblastoma cell	Brain	MEF2A	46352_sort_peaks.narrowPeak.bed
46353	Homo sapiens	GSM1010817	SK-N-SH	Neuroblastoma cell	Brain	POLR2A	46353_sort_peaks.narrowPeak.bed
46354	Homo sapiens	GSM1010763	SK-N-SH	Neuroblastoma cell	Brain	EP300	46354_sort_peaks.narrowPeak.bed
46355	Homo sapiens	GSM1010751	SK-N-SH	Neuroblastoma cell	Brain	ELF1	46355_sort_peaks.narrowPeak.bed
46356	Homo sapiens	GSM1010767	SK-N-SH	Neuroblastoma cell	Brain	RXRA	46356_sort_peaks.narrowPeak.bed
46357	Homo sapiens	GSM1010799	SK-N-SH	Neuroblastoma cell	Brain	ZBTB33	46357_sort_peaks.narrowPeak.bed
46358	Homo sapiens	GSM1010887	SK-N-SH	Neuroblastoma cell	Brain	PBX3	46358_sort_peaks.narrowPeak.bed
46359	Homo sapiens	GSM1010735	SK-N-SH	Neuroblastoma cell	Brain	REST	46359_sort_peaks.narrowPeak.bed
46360	Homo sapiens	GSM1010816	SK-N-SH	Neuroblastoma cell	Brain	SIN3A	46360_sort_peaks.narrowPeak.bed
46361	Homo sapiens	GSM1010738	SK-N-SH	Neuroblastoma cell	Brain	GATA3	46361_sort_peaks.narrowPeak.bed
46362	Homo sapiens	GSM1010900	SK-N-SH	Neuroblastoma cell	Brain	TCF12	46362_sort_peaks.narrowPeak.bed
46363	Homo sapiens	GSM803495	SK-N-SH_RA	Neuron	Brain	EP300	46363_sort_peaks.narrowPeak.bed
46364	Homo sapiens	GSM803498	SK-N-SH_RA	Neuron	Brain	YY1	46364_sort_peaks.narrowPeak.bed
46365	Homo sapiens	GSM803472	SK-N-SH_RA	Neuron	Brain	USF1	46365_sort_peaks.narrowPeak.bed
46366	Homo sapiens	GSM803497	SK-N-SH_RA	Neuron	Brain	RAD21	46366_sort_peaks.narrowPeak.bed
46367	Homo sapiens	GSM803333	SK-N-SH_RA	Neuron	Brain	CTCF	46367_sort_peaks.narrowPeak.bed
46368	Homo sapiens	GSM803409	T47D	Epithelium	Mammary Gland	FOXA1	46368_sort_peaks.narrowPeak.bed
46369	Homo sapiens	GSM1010823	T47D	Epithelium	Mammary Gland	ESR1	46369_sort_peaks.narrowPeak.bed
46370	Homo sapiens	GSM803522	T47D	Epithelium	Mammary Gland	EP300	46370_sort_peaks.narrowPeak.bed
46371	Homo sapiens	GSM803514	T47D	Epithelium	Mammary Gland	GATA3	46371_sort_peaks.narrowPeak.bed
46372	Homo sapiens	GSM1010718	T47D	Epithelium	Mammary Gland	JUND	46372_sort_peaks.narrowPeak.bed
46373	Homo sapiens	GSM803348	T47D	Epithelium	Mammary Gland	CTCF	46373_sort_peaks.narrowPeak.bed
46374	Homo sapiens	GSM803539	T47D	Epithelium	Mammary Gland	ESR1	46374_sort_peaks.narrowPeak.bed
46375	Homo sapiens	GSM803374	T47D	Epithelium	Mammary Gland	ESR1	46375_sort_peaks.narrowPeak.bed
46376	Homo sapiens	GSM803459	U87	None	Brain	POLR2A	46376_sort_peaks.narrowPeak.bed
46377	Homo sapiens	GSM803372	U87	None	Brain	REST	46377_sort_peaks.narrowPeak.bed
47077	Homo sapiens	GSM1038696	None	Erythroid Cell	None	TAL1	47077_sort_peaks.narrowPeak.bed
47078	Homo sapiens	GSM1038697	None	Erythroid Cell	None	TAL1	47078_sort_peaks.narrowPeak.bed
47079	Homo sapiens	GSM1038698	None	Erythroid Cell	None	TAL1	47079_sort_peaks.narrowPeak.bed
47080	Homo sapiens	GSM1038699	None	Erythroid Cell	None	TAL1	47080_sort_peaks.narrowPeak.bed
47081	Homo sapiens	GSM1056829	None	Macrophage	None	HIF1A	47081_sort_peaks.narrowPeak.bed
47082	Homo sapiens	GSM1056830	None	Macrophage	None	HIF1A	47082_sort_peaks.narrowPeak.bed
47083	Homo sapiens	GSM1056831	None	Macrophage	None	HIF1A	47083_sort_peaks.narrowPeak.bed
47084	Homo sapiens	GSM1056832	None	Macrophage	None	HIF1A	47084_sort_peaks.narrowPeak.bed
47085	Homo sapiens	GSM1056833	None	Macrophage	None	EPAS1	47085_sort_peaks.narrowPeak.bed
47086	Homo sapiens	GSM1056834	None	Macrophage	None	EPAS1	47086_sort_peaks.narrowPeak.bed
47087	Homo sapiens	GSM1056835	None	Macrophage	None	EPAS1	47087_sort_peaks.narrowPeak.bed
47088	Homo sapiens	GSM1056836	None	Macrophage	None	EPAS1	47088_sort_peaks.narrowPeak.bed
47089	Homo sapiens	GSM1056837	None	Macrophage	None	HIF1A	47089_sort_peaks.narrowPeak.bed
47090	Homo sapiens	GSM1056838	None	Macrophage	None	HIF1A	47090_sort_peaks.narrowPeak.bed
47091	Homo sapiens	GSM1056839	None	Macrophage	None	HIF1A	47091_sort_peaks.narrowPeak.bed
47092	Homo sapiens	GSM1056840	None	Macrophage	None	HIF1A	47092_sort_peaks.narrowPeak.bed
47093	Homo sapiens	GSM1056841	None	Macrophage	None	EPAS1	47093_sort_peaks.narrowPeak.bed
47094	Homo sapiens	GSM1056842	None	Macrophage	None	EPAS1	47094_sort_peaks.narrowPeak.bed
47095	Homo sapiens	GSM1056843	None	Macrophage	None	EPAS1	47095_sort_peaks.narrowPeak.bed
47096	Homo sapiens	GSM1056844	None	Macrophage	None	EPAS1	47096_sort_peaks.narrowPeak.bed
47097	Homo sapiens	GSM1056912	None	B Lymphocyte	Blood	H2AZ	47097_sort_peaks.narrowPeak.bed
47098	Homo sapiens	GSM1056913	None	B Lymphocyte	Blood	H2AZ	47098_sort_peaks.narrowPeak.bed
47100	Homo sapiens	GSM1072710	CAL-1	Dendritic Cell	None	CBFA2T3	47100_sort_peaks.narrowPeak.bed
47101	Homo sapiens	GSM1072711	CAL-1	Dendritic Cell	None	TCF4	47101_sort_peaks.narrowPeak.bed
47102	Homo sapiens	GSM1088663	HeLa	Epithelium	Cervix	MYC	47102_sort_peaks.narrowPeak.bed
47103	Homo sapiens	GSM1088664	HeLa	Epithelium	Cervix	ZBTB17	47103_sort_peaks.narrowPeak.bed
47104	Homo sapiens	GSM1088665	HeLa	Epithelium	Cervix	POLR2A	47104_sort_peaks.narrowPeak.bed
47111	Homo sapiens	GSM1091914	MCF-7	Epithelium	Breast	POLR2A	47111_sort_peaks.narrowPeak.bed
47112	Homo sapiens	GSM1091915	MCF-7	Epithelium	Breast	POLR2A	47112_sort_peaks.narrowPeak.bed
47113	Homo sapiens	GSM1091916	MCF-7	Epithelium	Breast	POLR2A	47113_sort_peaks.narrowPeak.bed
47114	Homo sapiens	GSM1091917	MCF-7	Epithelium	Breast	POLR2A	47114_sort_peaks.narrowPeak.bed
47115	Homo sapiens	GSM1091918	MCF-7	Epithelium	Breast	POLR2A	47115_sort_peaks.narrowPeak.bed
47116	Homo sapiens	GSM1091919	MCF-7	Epithelium	Breast	POLR2A	47116_sort_peaks.narrowPeak.bed
