ID	Species	GSMID	Cell_line	Cell_type	Tissue_type	Factor	File
77172	Homo sapiens	GSM2466480	293T	None	None	ZNF154	77172_sort_peaks.narrowPeak.bed
77173	Homo sapiens	GSM2466479	293T	None	None	ZNF141	77173_sort_peaks.narrowPeak.bed
77174	Homo sapiens	GSM2466477	293T	None	None	ZNF135	77174_sort_peaks.narrowPeak.bed
77175	Homo sapiens	GSM2466476	293T	None	None	ZNF133	77175_sort_peaks.narrowPeak.bed
77176	Homo sapiens	GSM2466475	293T	None	None	ZNF132	77176_sort_peaks.narrowPeak.bed
77177	Homo sapiens	GSM2466473	293T	None	None	ZNF124	77177_sort_peaks.narrowPeak.bed
77178	Homo sapiens	GSM2466472	293T	None	None	ZNF114	77178_sort_peaks.narrowPeak.bed
77179	Homo sapiens	GSM2466471	293T	None	None	ZNF10	77179_sort_peaks.narrowPeak.bed
77180	Homo sapiens	GSM2466469	293T	None	None	ZNF100	77180_sort_peaks.narrowPeak.bed
77181	Homo sapiens	GSM2466467	293T	None	None	ZNF100	77181_sort_peaks.narrowPeak.bed
77182	Homo sapiens	GSM2466465	293T	None	None	ZNF100	77182_sort_peaks.narrowPeak.bed
77183	Homo sapiens	GSM2466463	293T	None	None	ZKSCAN5	77183_sort_peaks.narrowPeak.bed
77184	Homo sapiens	GSM2466461	293T	None	None	ZKSCAN3	77184_sort_peaks.narrowPeak.bed
77185	Homo sapiens	GSM2466458	293T	None	None	ZKSCAN2	77185_sort_peaks.narrowPeak.bed
77186	Homo sapiens	GSM2466456	293T	None	None	ZIM2	77186_sort_peaks.narrowPeak.bed
77187	Homo sapiens	GSM2466455	293T	None	None	ZIK1	77187_sort_peaks.narrowPeak.bed
77188	Homo sapiens	GSM2466454	293T	None	None	ZFP90	77188_sort_peaks.narrowPeak.bed
77189	Homo sapiens	GSM2466453	293T	None	None	ZFP69	77189_sort_peaks.narrowPeak.bed
77190	Homo sapiens	GSM2466449	293T	None	None	ZFP1	77190_sort_peaks.narrowPeak.bed
77191	Homo sapiens	GSM2466448	293T	None	None	ZFP14	77191_sort_peaks.narrowPeak.bed
77192	Homo sapiens	GSM2466447	293T	None	None	RBAK	77192_sort_peaks.narrowPeak.bed
77193	Homo sapiens	GSM2466445	293T	None	None	HKR1	77193_sort_peaks.narrowPeak.bed
77233	Homo sapiens	GSM2151469	MDA-MB-468	None	Breast	FOXR2	77233_sort_peaks.narrowPeak.bed
77234	Homo sapiens	GSM2151468	MDA-MB-468	None	Breast	FOXR2	77234_sort_peaks.narrowPeak.bed
77237	Homo sapiens	GSM2255824	BeWo	None	None	ZSCAN5B	77237_sort_peaks.narrowPeak.bed
77238	Homo sapiens	GSM2255823	BeWo	None	None	ZSCAN5B	77238_sort_peaks.narrowPeak.bed
77239	Homo sapiens	GSM2255820	HEK293	HEK 293 Cell Line	None	ZSCAN5B	77239_sort_peaks.narrowPeak.bed
77240	Homo sapiens	GSM2255819	HEK293	HEK 293 Cell Line	None	ZSCAN5B	77240_sort_peaks.narrowPeak.bed
77242	Homo sapiens	GSM2298950	DU145	Epithelium	Prostate	ZMYND11	77242_sort_peaks.narrowPeak.bed
77254	Homo sapiens	GSM2574815	MCF-7	None	None	ZSCAN2	77254_sort_peaks.narrowPeak.bed
77255	Homo sapiens	GSM2574811	MCF-7	None	None	DPF1	77255_sort_peaks.narrowPeak.bed
77256	Homo sapiens	GSM2574810	MCF-7	None	None	ZXDC	77256_sort_peaks.narrowPeak.bed
77257	Homo sapiens	GSM2574809	MCF-7	None	None	ZNF75A	77257_sort_peaks.narrowPeak.bed
77258	Homo sapiens	GSM2574808	MCF-7	None	None	ZNF701	77258_sort_peaks.narrowPeak.bed
77259	Homo sapiens	GSM2574807	MCF-7	None	None	WDHD1	77259_sort_peaks.narrowPeak.bed
77260	Homo sapiens	GSM2574806	MCF-7	None	None	WDHD1	77260_sort_peaks.narrowPeak.bed
77261	Homo sapiens	GSM2574797	GM12878	B Lymphocyte	Blood	ZNF597	77261_sort_peaks.narrowPeak.bed
77262	Homo sapiens	GSM2574792	GM12878	B Lymphocyte	Blood	HMG20A	77262_sort_peaks.narrowPeak.bed
77263	Homo sapiens	GSM2574788	K562	Erythroblast	Bone Marrow	NFIA	77263_sort_peaks.narrowPeak.bed
77264	Homo sapiens	GSM2574787	K562	Erythroblast	Bone Marrow	DPF1	77264_sort_peaks.narrowPeak.bed
77265	Homo sapiens	GSM2574785	K562	Erythroblast	Bone Marrow	ZNF75A	77265_sort_peaks.narrowPeak.bed
77266	Homo sapiens	GSM2574782	HepG2	Epithelium	Liver	ZSCAN2	77266_sort_peaks.narrowPeak.bed
77267	Homo sapiens	GSM2574779	HepG2	Epithelium	Liver	NFIA	77267_sort_peaks.narrowPeak.bed
77268	Homo sapiens	GSM2574775	GM12878	B Lymphocyte	Blood	HMG20A	77268_sort_peaks.narrowPeak.bed
77269	Homo sapiens	GSM2574773	K562	Erythroblast	Bone Marrow	ZNF410	77269_sort_peaks.narrowPeak.bed
77270	Homo sapiens	GSM2574767	K562	Erythroblast	Bone Marrow	ZNF410	77270_sort_peaks.narrowPeak.bed
77271	Homo sapiens	GSM2574756	HepG2	Epithelium	Liver	L3MBTL4	77271_sort_peaks.narrowPeak.bed
77296	Homo sapiens	GSM2098770	None	None	Breast	TRIM25	77296_sort_peaks.narrowPeak.bed
77298	Homo sapiens	GSM2098768	None	None	Breast	TRIM25	77298_sort_peaks.narrowPeak.bed
77299	Homo sapiens	GSM2098766	BT-549	None	Breast	TRIM25	77299_sort_peaks.narrowPeak.bed
77300	Homo sapiens	GSM2098765	BT-549	None	Breast	TRIM25	77300_sort_peaks.narrowPeak.bed
77301	Homo sapiens	GSM2098764	BT-549	None	Breast	TRIM25	77301_sort_peaks.narrowPeak.bed
77331	Homo sapiens	GSM2398967	None	Macrophage	None	SP140	77331_sort_peaks.narrowPeak.bed
77332	Homo sapiens	GSM2398965	None	Macrophage	None	SP140	77332_sort_peaks.narrowPeak.bed
77363	Homo sapiens	GSM2583862	MCF-7	None	Breast	ZNF516	77363_sort_peaks.narrowPeak.bed
77366	Homo sapiens	GSM2402808	SW480	Epithelium	Colon	TAZ	77366_sort_peaks.narrowPeak.bed
77447	Homo sapiens	GSM2067928	IMR90	Fibroblast	Lung	H2AFX	77447_sort_peaks.narrowPeak.bed
77448	Homo sapiens	GSM2067940	IMR90	Fibroblast	Lung	H2AFX	77448_sort_peaks.narrowPeak.bed
77449	Homo sapiens	GSM1556338	L1236	Hodgkin Lymphoma Cell	None	NFKB2	77449_sort_peaks.narrowPeak.bed
77450	Homo sapiens	GSM1556337	L1236	Hodgkin Lymphoma Cell	None	NFKB2	77450_sort_peaks.narrowPeak.bed
77457	Homo sapiens	GSM2040560	K562	Leukemia	None	SON	77457_sort_peaks.narrowPeak.bed
77458	Homo sapiens	GSM1624706	None	cancer cells	Breast	TP53	77458_sort_peaks.narrowPeak.bed
77486	Homo sapiens	GSM1897369	MV4-11	Leukemia Cell	None	KMT2A	77486_sort_peaks.narrowPeak.bed
77518	Homo sapiens	GSM2257673	U2OS	None	Bone	HIF1A	77518_sort_peaks.narrowPeak.bed
77519	Homo sapiens	GSM2257672	U2OS	None	Bone	HIF1A	77519_sort_peaks.narrowPeak.bed
77534	Homo sapiens	GSM2132554	U266B1	None	None	TFDP1	77534_sort_peaks.narrowPeak.bed
77535	Homo sapiens	GSM2132551	MM1.S	B Lymphocyte	Blood	TFDP1	77535_sort_peaks.narrowPeak.bed
77536	Homo sapiens	GSM2628093	GM12878	Lymphoblastoid	None	REL	77536_sort_peaks.narrowPeak.bed
77537	Homo sapiens	GSM2628092	GM12878	Lymphoblastoid	None	REL	77537_sort_peaks.narrowPeak.bed
81145	Homo sapiens	GSM2860172	HeLa	Epithelium	Cervix	AUTS2	81145_sort_peaks.narrowPeak.bed
81159	Homo sapiens	GSM2741773	HCT-116	None	Colon	ZFX	81159_sort_peaks.narrowPeak.bed
81160	Homo sapiens	GSM2741772	HCT-116	None	Colon	ZFX	81160_sort_peaks.narrowPeak.bed
81161	Homo sapiens	GSM2741777	None	None	Kidney	ZFX	81161_sort_peaks.narrowPeak.bed
81162	Homo sapiens	GSM2741776	None	None	Kidney	ZFX	81162_sort_peaks.narrowPeak.bed
81163	Homo sapiens	GSM2679735	MDA-MB-231	Epithelium	Breast	L3MBTL3	81163_sort_peaks.narrowPeak.bed
81165	Homo sapiens	GSM2679734	MDA-MB-231	Epithelium	Breast	RBPJ	81165_sort_peaks.narrowPeak.bed
81169	Homo sapiens	GSM2644569	T47D	Epithelium	Mammary Gland	ESR1	81169_sort_peaks.narrowPeak.bed
81170	Homo sapiens	GSM2277160	22RV1	Epithelium	Prostate	FOXA1	81170_sort_peaks.narrowPeak.bed
81171	Homo sapiens	GSM2482830	NB-1643	Neuroblastoma cell	None	MYCN	81171_sort_peaks.narrowPeak.bed
81174	Homo sapiens	GSM2113542	SHEP-21N	Neuroblastoma cell	Bone Marrow	MYCN	81174_sort_peaks.narrowPeak.bed
81190	Homo sapiens	GSM2752898	AGS	gastric cancer cell line	None	FXR2	81190_sort_peaks.narrowPeak.bed
81213	Homo sapiens	GSM2335533	None	Glioblastoma	None	ASCL1	81213_sort_peaks.narrowPeak.bed
81214	Homo sapiens	GSM2125134	T47D	cancer cells	Breast	PR	81214_sort_peaks.narrowPeak.bed
81216	Homo sapiens	GSM2563968	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF114	81216_sort_peaks.narrowPeak.bed
81217	Homo sapiens	GSM2563969	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF483	81217_sort_peaks.narrowPeak.bed
81218	Homo sapiens	GSM2563963	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF57	81218_sort_peaks.narrowPeak.bed
81219	Homo sapiens	GSM2563966	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF589	81219_sort_peaks.narrowPeak.bed
81220	Homo sapiens	GSM2563967	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF57	81220_sort_peaks.narrowPeak.bed
81221	Homo sapiens	GSM2563964	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF114	81221_sort_peaks.narrowPeak.bed
81222	Homo sapiens	GSM2563965	BG01V - ATCC SCRC-2002	Embryonic Stem Cell	None	ZNF483	81222_sort_peaks.narrowPeak.bed
81223	Homo sapiens	GSM2687534	None	Monocyte	Blood	RUNX1	81223_sort_peaks.narrowPeak.bed
81224	Homo sapiens	GSM2687535	None	Monocyte	Blood	TET2	81224_sort_peaks.narrowPeak.bed
81228	Homo sapiens	GSM2731526	226LDM	None	None	CTCF	81228_sort_peaks.narrowPeak.bed
81229	Homo sapiens	GSM2731525	226LDM	None	None	CTCF	81229_sort_peaks.narrowPeak.bed
81230	Homo sapiens	GSM2740926	HepG2	Epithelium	Liver	SMARCA4	81230_sort_peaks.narrowPeak.bed
81281	Homo sapiens	GSM2550216	None	Fibroblast	None	EP300	81281_sort_peaks.narrowPeak.bed
81282	Homo sapiens	GSM2550217	None	Fibroblast	None	POLR2A	81282_sort_peaks.narrowPeak.bed
81287	Homo sapiens	GSM2550210	None	Stem cell	None	POLR2A	81287_sort_peaks.narrowPeak.bed
81291	Homo sapiens	GSM2359439	A549	Epithelium	Lung	BRD4	81291_sort_peaks.narrowPeak.bed
81292	Homo sapiens	GSM2359438	A375	melanoma	Skin	BRD4	81292_sort_peaks.narrowPeak.bed
81293	Homo sapiens	GSM2359437	A375	melanoma	Skin	BRD4	81293_sort_peaks.narrowPeak.bed
81294	Homo sapiens	GSM2359436	A375	melanoma	Skin	BRD4	81294_sort_peaks.narrowPeak.bed
81295	Homo sapiens	GSM2359435	A375	melanoma	Skin	BRD4	81295_sort_peaks.narrowPeak.bed
81315	Homo sapiens	GSM2514483	HeLa	Epithelium	Cervix	MORC2	81315_sort_peaks.narrowPeak.bed
81316	Homo sapiens	GSM2514482	HeLa	Epithelium	Cervix	MORC2	81316_sort_peaks.narrowPeak.bed
81319	Homo sapiens	GSM2514485	HeLa	Epithelium	Cervix	FAM208A	81319_sort_peaks.narrowPeak.bed
81320	Homo sapiens	GSM2473252	Raji	B Lymphocyte	Blood	POLR2A	81320_sort_peaks.narrowPeak.bed
81321	Homo sapiens	GSM2473253	Raji	B Lymphocyte	Blood	POLR2A	81321_sort_peaks.narrowPeak.bed
81324	Homo sapiens	GSM2473254	Raji	B Lymphocyte	Blood	POLR2A	81324_sort_peaks.narrowPeak.bed
81325	Homo sapiens	GSM2473255	Raji	B Lymphocyte	Blood	POLR2A	81325_sort_peaks.narrowPeak.bed
81326	Homo sapiens	GSM2592804	None	Macrophage	Blood	MAF	81326_sort_peaks.narrowPeak.bed
81335	Homo sapiens	GSM1706727	5637	Stem cell	None	HDAC2	81335_sort_peaks.narrowPeak.bed
81337	Homo sapiens	GSM1706722	1184	Stem cell	None	HDAC2	81337_sort_peaks.narrowPeak.bed
81339	Homo sapiens	GSM2644594	T47D	Epithelium	Mammary Gland	PR	81339_sort_peaks.narrowPeak.bed
81366	Homo sapiens	GSM2809609	HCT-116	None	Colon	RAD21	81366_sort_peaks.narrowPeak.bed
81378	Homo sapiens	GSM2573024	MRC5	Fibroblast	Lung	POLR2A	81378_sort_peaks.narrowPeak.bed
81380	Homo sapiens	GSM2573023	MRC5	Fibroblast	Lung	POLR2A	81380_sort_peaks.narrowPeak.bed
81390	Homo sapiens	GSM2635256	K562	Erythroblast	Bone Marrow	NUP153	81390_sort_peaks.narrowPeak.bed
81392	Homo sapiens	GSM2635254	K562	Erythroblast	Bone Marrow	POLR2A	81392_sort_peaks.narrowPeak.bed
81393	Homo sapiens	GSM2635255	K562	Erythroblast	Bone Marrow	NUP98	81393_sort_peaks.narrowPeak.bed
81394	Homo sapiens	GSM2635252	K562	Erythroblast	Bone Marrow	POLR2A	81394_sort_peaks.narrowPeak.bed
81395	Homo sapiens	GSM2635253	K562	Erythroblast	Bone Marrow	BRD4	81395_sort_peaks.narrowPeak.bed
81396	Homo sapiens	GSM2635250	K562	Erythroblast	Bone Marrow	POLR2A	81396_sort_peaks.narrowPeak.bed
81397	Homo sapiens	GSM2635251	K562	Erythroblast	Bone Marrow	BRD4	81397_sort_peaks.narrowPeak.bed
81409	Homo sapiens	GSM2747695	MCF-7	Epithelium	Breast	ESR1	81409_sort_peaks.narrowPeak.bed
81421	Homo sapiens	GSM2679937	None	Monocyte	Blood	RELA	81421_sort_peaks.narrowPeak.bed
81429	Homo sapiens	GSM2509478	K562	Leukemia	None	FAM208A	81429_sort_peaks.narrowPeak.bed
81448	Homo sapiens	GSM2766564	None	Epithelium	None	EZH2	81448_sort_peaks.narrowPeak.bed
81449	Homo sapiens	GSM2509472	K562	Leukemia	None	FAM208A	81449_sort_peaks.narrowPeak.bed
81450	Homo sapiens	GSM2509473	K562	Leukemia	None	FAM208A	81450_sort_peaks.narrowPeak.bed
81492	Homo sapiens	GSM2302968	LNCaP	Epithelium	Prostate	AR	81492_sort_peaks.narrowPeak.bed
81525	Homo sapiens	GSM2746543	SW480	None	Colon	POLR2A	81525_sort_peaks.narrowPeak.bed
81526	Homo sapiens	GSM2746542	SW480	None	Colon	RELA	81526_sort_peaks.narrowPeak.bed
81527	Homo sapiens	GSM2746541	SW480	None	Colon	RELA	81527_sort_peaks.narrowPeak.bed
81528	Homo sapiens	GSM2746540	SW480	None	Colon	TP53	81528_sort_peaks.narrowPeak.bed
81536	Homo sapiens	GSM2467009	Jurkat	T Lymphocyte	Blood	TET2	81536_sort_peaks.narrowPeak.bed
81542	Homo sapiens	GSM2877267	HepG2	Epithelium	Liver	RUVBL2	81542_sort_peaks.narrowPeak.bed
81543	Homo sapiens	GSM2467007	Jurkat	T Lymphocyte	Blood	TET2	81543_sort_peaks.narrowPeak.bed
81544	Homo sapiens	GSM2877265	HepG2	Epithelium	Liver	RUVBL1	81544_sort_peaks.narrowPeak.bed
81557	Homo sapiens	GSM2579121	C4-2	None	Prostate	BMI1	81557_sort_peaks.narrowPeak.bed
81558	Homo sapiens	GSM2579122	C4-2	None	Prostate	AR	81558_sort_peaks.narrowPeak.bed
81575	Homo sapiens	GSM2550238	None	Progenitor Cells	None	POLR2A	81575_sort_peaks.narrowPeak.bed
81576	Homo sapiens	GSM2550230	None	Stem cell	None	EP300	81576_sort_peaks.narrowPeak.bed
81577	Homo sapiens	GSM2550231	None	Stem cell	None	POLR2A	81577_sort_peaks.narrowPeak.bed
81582	Homo sapiens	GSM2550237	None	Progenitor Cells	None	EP300	81582_sort_peaks.narrowPeak.bed
81584	Homo sapiens	GSM2486813	None	Endothelial Cell	Umbilical Vein	RAD21	81584_sort_peaks.narrowPeak.bed
81585	Homo sapiens	GSM2486814	None	Endothelial Cell	Umbilical Vein	RAD21	81585_sort_peaks.narrowPeak.bed
81586	Homo sapiens	GSM2486815	None	Endothelial Cell	Umbilical Vein	RAD21	81586_sort_peaks.narrowPeak.bed
81587	Homo sapiens	GSM2486816	None	Endothelial Cell	Umbilical Vein	RAD21	81587_sort_peaks.narrowPeak.bed
81596	Homo sapiens	GSM2333824	None	Fibroblast	None	PSMD1	81596_sort_peaks.narrowPeak.bed
81600	Homo sapiens	GSM2333820	M.M.	Fibroblast	None	MDM2	81600_sort_peaks.narrowPeak.bed
81601	Homo sapiens	GSM2333821	M.M.	Fibroblast	None	MDM2	81601_sort_peaks.narrowPeak.bed
81602	Homo sapiens	GSM2333822	None	Fibroblast	None	ERCC6	81602_sort_peaks.narrowPeak.bed
81603	Homo sapiens	GSM2333823	None	Fibroblast	None	ERCC6	81603_sort_peaks.narrowPeak.bed
81604	Homo sapiens	GSM2359459	RT112	Epithelium	Urinary Bladder	BRD4	81604_sort_peaks.narrowPeak.bed
81605	Homo sapiens	GSM2359458	RT112	Epithelium	Urinary Bladder	BRD4	81605_sort_peaks.narrowPeak.bed
81607	Homo sapiens	GSM2359455	PC-9	Lung Cancer Cell	Lung	BRD4	81607_sort_peaks.narrowPeak.bed
81608	Homo sapiens	GSM2359454	PC-9	Lung Cancer Cell	Lung	BRD4	81608_sort_peaks.narrowPeak.bed
81609	Homo sapiens	GSM2359457	RT112	Epithelium	Urinary Bladder	BRD4	81609_sort_peaks.narrowPeak.bed
81610	Homo sapiens	GSM2359456	PC-9	Lung Cancer Cell	Lung	BRD4	81610_sort_peaks.narrowPeak.bed
81611	Homo sapiens	GSM2359451	PC-9	Lung Cancer Cell	Lung	BRD4	81611_sort_peaks.narrowPeak.bed
81612	Homo sapiens	GSM2359450	N87	None	Stomach	BRD4	81612_sort_peaks.narrowPeak.bed
81613	Homo sapiens	GSM2359453	PC-9	Lung Cancer Cell	Lung	BRD4	81613_sort_peaks.narrowPeak.bed
81614	Homo sapiens	GSM2359452	PC-9	Lung Cancer Cell	Lung	BRD4	81614_sort_peaks.narrowPeak.bed
81616	Homo sapiens	GSM2571788	HEK293	Epithelium	Embryonic Kidney	NCAPH2	81616_sort_peaks.narrowPeak.bed
81619	Homo sapiens	GSM2571785	HEK293	Epithelium	Embryonic Kidney	NCAPH2	81619_sort_peaks.narrowPeak.bed
81620	Homo sapiens	GSM2571787	HEK293	Epithelium	Embryonic Kidney	NCAPH2	81620_sort_peaks.narrowPeak.bed
81621	Homo sapiens	GSM2571786	HEK293	Epithelium	Embryonic Kidney	NCAPH2	81621_sort_peaks.narrowPeak.bed
81641	Homo sapiens	GSM1706742	1184	Stem cell	None	HDAC2	81641_sort_peaks.narrowPeak.bed
81646	Homo sapiens	GSM1711862	MKL-1	Merkel cell carcinoma	None	MAX	81646_sort_peaks.narrowPeak.bed
81647	Homo sapiens	GSM1711861	MKL-1	Merkel cell carcinoma	None	EP400	81647_sort_peaks.narrowPeak.bed
81659	Homo sapiens	GSM2040768	ID00014	Lymphoblastoid	None	CTCF	81659_sort_peaks.narrowPeak.bed
81660	Homo sapiens	GSM2040769	ID00015	Lymphoblastoid	None	CTCF	81660_sort_peaks.narrowPeak.bed
81661	Homo sapiens	GSM2040764	GM12878	Lymphoblastoid	None	CTCF	81661_sort_peaks.narrowPeak.bed
81662	Homo sapiens	GSM2040765	GM12878	Lymphoblastoid	None	CTCF	81662_sort_peaks.narrowPeak.bed
81663	Homo sapiens	GSM2040766	GM17942	Lymphoblastoid	None	CTCF	81663_sort_peaks.narrowPeak.bed
81664	Homo sapiens	GSM2040767	GM17942	Lymphoblastoid	None	CTCF	81664_sort_peaks.narrowPeak.bed
81696	Homo sapiens	GSM2028648	TIG-3	Fibroblast	Embryonic Lung	BRAF	81696_sort_peaks.narrowPeak.bed
81700	Homo sapiens	GSM2151904	None	Fibroblast	Skin	ATF3	81700_sort_peaks.narrowPeak.bed
81703	Homo sapiens	GSM2151902	None	Fibroblast	Skin	ATF3	81703_sort_peaks.narrowPeak.bed
81711	Homo sapiens	GSM2802949	hMSC-TERT4	None	None	MED1	81711_sort_peaks.narrowPeak.bed
81730	Homo sapiens	GSM2635316	HOS	Osteosarcoma cell	None	FOSL1	81730_sort_peaks.narrowPeak.bed
81731	Homo sapiens	GSM2635315	HOS	Osteosarcoma cell	None	FOS	81731_sort_peaks.narrowPeak.bed
81732	Homo sapiens	GSM2635314	MG-63	Osteosarcoma cell	None	FOSL1	81732_sort_peaks.narrowPeak.bed
81733	Homo sapiens	GSM2635313	MG-63	Osteosarcoma cell	None	FOS	81733_sort_peaks.narrowPeak.bed
81734	Homo sapiens	GSM2635312	MG-63	Osteosarcoma cell	None	FOSL1	81734_sort_peaks.narrowPeak.bed
81735	Homo sapiens	GSM2635311	MG-63	Osteosarcoma cell	None	FOS	81735_sort_peaks.narrowPeak.bed
81736	Homo sapiens	GSM2635310	143B	Osteosarcoma cell	None	FOSL1	81736_sort_peaks.narrowPeak.bed
81774	Homo sapiens	GSM2393829	LNCaP	Epithelium	Prostate	AR	81774_sort_peaks.narrowPeak.bed
81775	Homo sapiens	GSM2356661	BICR31	squamous cell carcinoma	Head and neck	KLF5	81775_sort_peaks.narrowPeak.bed
81796	Homo sapiens	GSM2476358	SKmel147	melanoma	None	BRD4	81796_sort_peaks.narrowPeak.bed
81797	Homo sapiens	GSM2476359	SKmel147	melanoma	None	BRD4	81797_sort_peaks.narrowPeak.bed
81801	Homo sapiens	GSM2125153	MIN	cancer cells	Breast	ESR1	81801_sort_peaks.narrowPeak.bed
81802	Homo sapiens	GSM2125155	MIN	cancer cells	Breast	ESR1	81802_sort_peaks.narrowPeak.bed
81803	Homo sapiens	GSM2125157	MIN	cancer cells	Breast	ESR1	81803_sort_peaks.narrowPeak.bed
81804	Homo sapiens	GSM2125159	MIN	cancer cells	Breast	ESR1	81804_sort_peaks.narrowPeak.bed
81805	Homo sapiens	GSM2817676	H9	Embryonic Stem Cell	Embryo	TFAP2A	81805_sort_peaks.narrowPeak.bed
81806	Homo sapiens	GSM2817674	H9	Embryonic Stem Cell	Embryo	TFAP2C	81806_sort_peaks.narrowPeak.bed
81807	Homo sapiens	GSM2817672	H9	Embryonic Stem Cell	Embryo	TFAP2A	81807_sort_peaks.narrowPeak.bed
81808	Homo sapiens	GSM2817670	H9	Embryonic Stem Cell	Embryo	TFAP2C	81808_sort_peaks.narrowPeak.bed
81809	Homo sapiens	GSM2817671	H9	Embryonic Stem Cell	Embryo	TFAP2A	81809_sort_peaks.narrowPeak.bed
81821	Homo sapiens	GSM2430680	BJ	Fibroblast	Skin	FOXA2	81821_sort_peaks.narrowPeak.bed
81822	Homo sapiens	GSM2430681	BJ	Fibroblast	Skin	FOXA2	81822_sort_peaks.narrowPeak.bed
81842	Homo sapiens	GSM2465084	HeLa	None	Adherent HeLa cells	POLR2A	81842_sort_peaks.narrowPeak.bed
81843	Homo sapiens	GSM2465085	HeLa	None	Adherent HeLa cells	POLR2A	81843_sort_peaks.narrowPeak.bed
81844	Homo sapiens	GSM2465086	HeLa	None	Adherent HeLa cells	POLR2A	81844_sort_peaks.narrowPeak.bed
81845	Homo sapiens	GSM2465087	HeLa	None	Adherent HeLa cells	POLR2A	81845_sort_peaks.narrowPeak.bed
81847	Homo sapiens	GSM2465088	HeLa	None	Adherent HeLa cells	POLR2A	81847_sort_peaks.narrowPeak.bed
81877	Homo sapiens	GSM2793828	None	Leukemia	None	NOTCH3	81877_sort_peaks.narrowPeak.bed
81879	Homo sapiens	GSM2793827	None	Leukemia	None	NOTCH3	81879_sort_peaks.narrowPeak.bed
81882	Homo sapiens	GSM2612448	VCaP	Epithelium	Prostate	ERF	81882_sort_peaks.narrowPeak.bed
81883	Homo sapiens	GSM2612449	VCaP	Epithelium	Prostate	ERF	81883_sort_peaks.narrowPeak.bed
81884	Homo sapiens	GSM1936757	IMR90	Fibroblast	Lung	HIRA	81884_sort_peaks.narrowPeak.bed
81890	Homo sapiens	GSM2409692	HS-ES-2M	Embryonic Stem Cell	epithelioid sarcoma	SUZ12	81890_sort_peaks.narrowPeak.bed
81895	Homo sapiens	GSM2409695	None	Embryonic Stem Cell	epithelioid sarcoma	SMARCC1	81895_sort_peaks.narrowPeak.bed
81896	Homo sapiens	GSM2409694	None	Embryonic Stem Cell	epithelioid sarcoma	SMARCA4	81896_sort_peaks.narrowPeak.bed
81897	Homo sapiens	GSM2543128	ZNF532-NUT 24335	NMC	None	BRD4	81897_sort_peaks.narrowPeak.bed
81898	Homo sapiens	GSM2543129	ZNF532-NUT 24335	NMC	None	BRD4	81898_sort_peaks.narrowPeak.bed
81899	Homo sapiens	GSM2409698	None	Embryonic Stem Cell	epithelioid sarcoma	SUZ12	81899_sort_peaks.narrowPeak.bed
81943	Homo sapiens	GSM2436682	A673	Polygonal	Muscle	MKL2	81943_sort_peaks.narrowPeak.bed
81944	Homo sapiens	GSM2436683	A673	Polygonal	Muscle	MKL2	81944_sort_peaks.narrowPeak.bed
81946	Homo sapiens	GSM2436681	A673	Polygonal	Muscle	MKL1	81946_sort_peaks.narrowPeak.bed
81963	Homo sapiens	GSM2677682	None	Chondrocyte	Cartilage	HCFC1R1	81963_sort_peaks.narrowPeak.bed
81967	Homo sapiens	GSM2151922	None	Fibroblast	Skin	POLR2A	81967_sort_peaks.narrowPeak.bed
81968	Homo sapiens	GSM2151921	None	Fibroblast	Skin	POLR2A	81968_sort_peaks.narrowPeak.bed
81969	Homo sapiens	GSM2151920	None	Fibroblast	Skin	POLR2A	81969_sort_peaks.narrowPeak.bed
82007	Homo sapiens	GSM2747710	MCF-7	Epithelium	Breast	CTCF	82007_sort_peaks.narrowPeak.bed
82010	Homo sapiens	GSM2917537	None	Patient	Bone Marrow	SMARCC1	82010_sort_peaks.narrowPeak.bed
82013	Homo sapiens	GSM2917533	None	Patient	Bone Marrow	SMARCC1	82013_sort_peaks.narrowPeak.bed
82015	Homo sapiens	GSM2877306	JMSU-1	cancer cells	None	RXRA	82015_sort_peaks.narrowPeak.bed
82016	Homo sapiens	GSM2877307	JMSU-1	cancer cells	None	RXRA	82016_sort_peaks.narrowPeak.bed
82017	Homo sapiens	GSM1982476	None	Epithelium	Epididymis	HNF1A	82017_sort_peaks.narrowPeak.bed
82019	Homo sapiens	GSM1982474	None	Epithelium	Epididymis	HNF1A	82019_sort_peaks.narrowPeak.bed
82020	Homo sapiens	GSM2335529	None	Glioblastoma	None	ASCL1	82020_sort_peaks.narrowPeak.bed
82021	Homo sapiens	GSM2335528	None	Glioblastoma	None	ASCL1	82021_sort_peaks.narrowPeak.bed
82022	Homo sapiens	GSM2877302	JMSU-1	cancer cells	None	RXRA	82022_sort_peaks.narrowPeak.bed
82023	Homo sapiens	GSM2877303	JMSU-1	cancer cells	None	RXRA	82023_sort_peaks.narrowPeak.bed
82035	Homo sapiens	GSM2642524	TKO	hESC	None	DNMT3B	82035_sort_peaks.narrowPeak.bed
